state,time,net,age,sex
VA,5128,4921,47,M
VA,5149,5092,47,M
MD,5161,5018,47,M
VA,5215,5120,47,M
MD,5362,5339,47,M
NJ,5373,5249,47,M
VA,5393,5262,47,M
VA,5444,5083,47,M
VA,5453,5310,47,M
MD,5455,5294,47,M
DC,5474,5071,47,M
VA,5593,5230,47,M
VA,5621,5406,47,M
VA,5660,5396,47,M
MD,5679,5319,47,M
MD,5720,5525,47,M
VA,5729,5569,47,M
MD,5805,5503,47,M
MD,5823,5657,47,M
MD,5829,5410,47,M
VA,5880,5599,47,M
VA,5880,5461,47,M
VA,5914,5474,47,M
MD,5924,5656,47,M
MD,6021,5573,47,M
MD,6142,6006,47,M
MD,6165,5770,47,M
PA,6235,5977,47,M
VA,6306,6113,47,M
VA,6433,5995,47,M
MD,6436,6183,47,M
MD,6441,6133,47,M
MD,6656,6335,47,M
OH,6792,6500,47,M
VA,6827,6519,47,M
VA,7168,6711,47,M
NY,7331,7004,47,M
MD,7385,6970,47,M
MD,7651,7549,47,M
MD,7909,7496,47,M
MD,3789,3789,48,M
VA,3896,3887,48,M
PA,4120,3891,48,M
PA,4135,4131,48,M
VA,4157,4125,48,M
DC,4161,4136,48,M
MD,4164,4144,48,M
MD,4173,4160,48,M
LA,4208,4142,48,M
VA,4237,4223,48,M
VA,4313,4275,48,M
NY,4361,4342,48,M
VA,4368,4296,48,M
VA,4374,4356,48,M
NY,4379,4373,48,M
AZ,4405,4381,48,M
PA,4420,4406,48,M
VA,4438,4266,48,M
MD,4499,4499,48,M
VA,4526,4480,48,M
MD,4546,4427,48,M
PA,4581,4581,48,M
VA,4620,4502,48,M
VA,4629,4608,48,M
VA,4703,4676,48,M
NY,4747,4727,48,M
MD,4850,4814,48,M
VA,4872,4832,48,M
MD,4920,4733,48,M
VA,4920,4587,48,M
MD,4984,4903,48,M
MD,5006,4737,48,M
VA,5015,4931,48,M
MD,5082,4882,48,M
NY,5098,5047,48,M
MD,5108,5027,48,M
VA,5131,5016,48,M
VA,5133,5019,48,M
VA,5149,5037,48,M
VA,5155,5083,48,M
TN,5175,5111,48,M
NJ,5212,5106,48,M
VA,5213,5030,48,M
NJ,5284,5284,48,M
MD,5303,4906,48,M
VA,5322,5130,48,M
VA,5337,5064,48,M
VA,5355,5081,48,M
MD,5355,5299,48,M
VA,5416,5399,48,M
MD,5438,5363,48,M
DC,5529,5323,48,M
MD,5551,5372,48,M
PA,5570,5334,48,M
MD,5574,5257,48,M
NY,5577,5577,48,M
IL,5579,5308,48,M
MD,5605,5296,48,M
TX,5635,5635,48,M
VA,5636,5477,48,M
VA,5675,5480,48,M
VA,5774,5583,48,M
MD,5782,5393,48,M
VA,5783,5419,48,M
MD,5783,5783,48,M
NH,5844,5655,48,M
MD,5846,5407,48,M
VA,5860,5860,48,M
DC,5864,5752,48,M
VA,5877,5738,48,M
MD,5889,5446,48,M
VA,5895,5674,48,M
OH,5920,5837,48,M
DC,5938,5654,48,M
VA,5948,5479,48,M
VA,5959,5714,48,M
VA,5981,5711,48,M
DC,6004,5745,48,M
PA,6013,5864,48,M
PA,6032,5833,48,M
MD,6060,6060,48,M
MD,6125,5705,48,M
MD,6143,5960,48,M
VA,6153,5701,48,M
VA,6260,5898,48,M
VA,6281,6281,48,M
MD,6292,5808,48,M
VA,6315,5879,48,M
MD,6332,6194,48,M
DC,6501,6243,48,M
VA,6625,6267,48,M
MD,6640,6262,48,M
NJ,6791,6479,48,M
MD,6923,6636,48,M
VA,7015,6511,48,M
DC,7244,6828,48,M
MD,7267,6945,48,M
VA,7330,7155,48,M
SA,7500,7271,48,M
MD,8032,7798,48,M
MD,8701,8701,48,M
NJ,8950,8950,48,M
MD,4039,4035,49,M
MD,4053,4047,49,M
MD,4099,4062,49,M
MD,4137,4127,49,M
NY,4303,4291,49,M
AZ,4393,4348,49,M
MD,4393,4393,49,M
MD,4401,4379,49,M
VA,4443,4392,49,M
VA,4467,4407,49,M
MD,4534,4520,49,M
VA,4538,4424,49,M
MD,4548,4516,49,M
PA,4558,4549,49,M
NE,4594,4594,49,M
MD,4610,4553,49,M
VA,4612,4438,49,M
VA,4668,4621,49,M
VA,4771,4728,49,M
MD,4817,4776,49,M
DC,4851,4812,49,M
MD,4859,4840,49,M
VA,4864,4846,49,M
MD,4919,4894,49,M
MD,4965,4921,49,M
MD,4979,4958,49,M
MD,4992,4913,49,M
VA,4997,4879,49,M
VA,5090,5025,49,M
VA,5142,4865,49,M
DC,5203,5115,49,M
MD,5218,5149,49,M
MD,5329,4819,49,M
VA,5335,5167,49,M
VA,5353,5033,49,M
MD,5355,5003,49,M
VA,5374,5040,49,M
MD,5379,5320,49,M
VA,5395,5259,49,M
VA,5399,5317,49,M
VA,5442,5290,49,M
MD,5447,5392,49,M
VA,5448,5289,49,M
VA,5462,5337,49,M
MD,5497,5383,49,M
MD,5546,5455,49,M
MD,5584,5377,49,M
MD,5589,5401,49,M
VA,5594,5458,49,M
MD,5596,5505,49,M
TX,5693,5687,49,M
MD,5803,5803,49,M
LA,5811,5640,49,M
MD,5843,5703,49,M
VA,5870,5652,49,M
VA,5890,5433,49,M
VA,5901,5675,49,M
NY,5910,5564,49,M
MD,5914,5542,49,M
MD,5941,5750,49,M
CT,5963,5719,49,M
MD,5985,5887,49,M
NC,6072,5737,49,M
MD,6081,5963,49,M
DC,6187,5738,49,M
MD,6197,5822,49,M
MD,6207,5859,49,M
MD,6287,6095,49,M
MD,6311,5828,49,M
NJ,6486,6076,49,M
VA,6514,6105,49,M
MD,6545,6299,49,M
VA,6672,6607,49,M
NY,6705,6705,49,M
NY,6738,6466,49,M
VA,6769,6475,49,M
MD,6833,6408,49,M
DC,6958,6506,49,M
VA,7400,6914,49,M
MD,7510,7196,49,M
VA,7530,7293,49,M
VA,7985,7552,49,M
MD,8154,7662,49,M
MD,3640,3640,50,M
VA,3665,3655,50,M
MD,3870,3857,50,M
VA,3900,3890,50,M
DC,4137,4122,50,M
VA,4172,4149,50,M
MD,4241,4239,50,M
VA,4362,4354,50,M
CT,4399,4369,50,M
DC,4452,4266,50,M
VA,4464,4409,50,M
VA,4479,4479,50,M
PA,4651,4553,50,M
VA,4656,4469,50,M
VA,4731,4636,50,M
VA,4734,4690,50,M
NY,4762,4701,50,M
NC,4762,4743,50,M
DE,4826,4778,50,M
CT,4840,4597,50,M
VA,4876,4833,50,M
MD,4880,4650,50,M
VA,4886,4886,50,M
DC,4896,4830,50,M
CT,4900,4896,50,M
MD,4946,4812,50,M
VA,4964,4921,50,M
VA,4975,4842,50,M
VA,5010,4762,50,M
MD,5026,4899,50,M
MD,5058,4894,50,M
MD,5105,5073,50,M
MD,5196,5019,50,M
MD,5208,5208,50,M
VA,5212,5017,50,M
MD,5232,5062,50,M
VA,5269,5269,50,M
MD,5272,5175,50,M
VA,5309,5201,50,M
PA,5351,5166,50,M
WV,5392,5055,50,M
VA,5445,5445,50,M
DC,5454,5276,50,M
MD,5456,5070,50,M
MD,5459,5257,50,M
VA,5465,5236,50,M
MD,5491,5352,50,M
MD,5536,5411,50,M
VA,5558,5208,50,M
NY,5576,5576,50,M
VA,5670,5162,50,M
VA,5671,5586,50,M
MD,5690,5470,50,M
VA,5744,5703,50,M
MD,5754,5663,50,M
VA,5765,5659,50,M
DC,5846,5618,50,M
VA,5876,5685,50,M
VA,5987,5552,50,M
VA,5998,5699,50,M
VA,6045,5754,50,M
VA,6104,5767,50,M
MD,6105,5700,50,M
VA,6138,5762,50,M
VA,6158,5810,50,M
MD,6183,5764,50,M
VA,6201,5981,50,M
VA,6204,5954,50,M
PA,6231,5751,50,M
AL,6252,5822,50,M
VA,6262,5981,50,M
VA,6273,6059,50,M
VA,6320,6080,50,M
MD,6418,6065,50,M
KS,6428,5950,50,M
IA,6435,6061,50,M
VA,6449,5983,50,M
MD,6561,6084,50,M
VA,6577,6143,50,M
VA,6640,6332,50,M
VA,6692,6214,50,M
VA,6725,6235,50,M
VA,6776,6479,50,M
VA,6778,6527,50,M
VA,6791,6326,50,M
VA,6842,6708,50,M
VA,6859,6393,50,M
VA,6889,6688,50,M
MD,7188,7014,50,M
VA,3818,3805,51,M
VA,4036,4032,51,M
VA,4109,4089,51,M
CT,4120,4117,51,M
VA,4131,4114,51,M
DC,4160,4157,51,M
DC,4376,4355,51,M
VA,4414,4396,51,M
PA,4459,4410,51,M
DC,4621,4568,51,M
MD,4679,4551,51,M
MD,4707,4693,51,M
IL,4709,4670,51,M
DC,4850,4779,51,M
DC,4918,4580,51,M
VA,4926,4926,51,M
VA,4934,4866,51,M
DC,4972,4551,51,M
MD,4977,4932,51,M
PA,4982,4982,51,M
MD,4997,4886,51,M
MD,5028,4967,51,M
MD,5034,4925,51,M
VA,5050,4973,51,M
MD,5055,4997,51,M
VA,5110,5041,51,M
MD,5131,5071,51,M
MD,5131,5070,51,M
NY,5152,4740,51,M
MD,5157,5079,51,M
MD,5177,5052,51,M
MD,5190,5124,51,M
MD,5211,5158,51,M
VA,5262,5179,51,M
MD,5345,5257,51,M
MD,5355,5355,51,M
VA,5428,5210,51,M
MD,5435,5308,51,M
VA,5435,5308,51,M
MD,5461,5065,51,M
VA,5476,5204,51,M
VA,5486,5486,51,M
VA,5499,5369,51,M
VA,5516,5294,51,M
MD,5526,5356,51,M
VA,5531,5351,51,M
MD,5548,5383,51,M
WI,5625,5331,51,M
MD,5650,5338,51,M
DC,5708,5498,51,M
VA,5713,5141,51,M
MD,5733,5733,51,M
MD,5811,5410,51,M
VA,5818,5505,51,M
VA,5867,5602,51,M
VA,5871,5581,51,M
DC,5895,5529,51,M
MD,5903,5395,51,M
VA,5934,5725,51,M
NJ,5967,5557,51,M
VA,6013,5519,51,M
MD,6021,5600,51,M
NY,6083,6083,51,M
VA,6126,5868,51,M
DC,6180,5980,51,M
MD,6182,6182,51,M
VA,6204,5939,51,M
MD,6287,6129,51,M
VA,6391,6186,51,M
VA,6399,6399,51,M
CT,6487,6123,51,M
VA,6497,6111,51,M
VA,6529,6529,51,M
MD,6694,6224,51,M
VA,6698,6200,51,M
NJ,6740,6258,51,M
PA,6747,6430,51,M
VA,6892,6892,51,M
VA,6892,6648,51,M
MD,6931,6459,51,M
VA,7183,6768,51,M
TN,7343,6871,51,M
VA,7418,7418,51,M
MD,8140,7845,51,M
MD,3682,3680,52,M
NY,3710,3710,52,M
MD,3846,3838,52,M
MD,3994,3984,52,M
VA,4196,4196,52,M
MD,4412,4389,52,M
MD,4434,4410,52,M
VA,4442,4424,52,M
MD,4455,4433,52,M
VA,4494,4488,52,M
PA,4563,4546,52,M
VA,4572,4521,52,M
MD,4597,4579,52,M
VA,4633,4539,52,M
DC,4737,4707,52,M
NY,4757,4697,52,M
PA,4786,4545,52,M
VA,4794,4588,52,M
DC,4851,4783,52,M
MD,4858,4782,52,M
MD,4881,4820,52,M
PA,4989,4759,52,M
MD,5055,4871,52,M
VA,5059,4881,52,M
MD,5093,5093,52,M
VA,5107,4781,52,M
DC,5110,4906,52,M
MD,5193,5150,52,M
VA,5213,5102,52,M
MD,5222,5222,52,M
VA,5229,5154,52,M
MD,5233,5138,52,M
MD,5250,4910,52,M
CA,5279,5279,52,M
VA,5294,5244,52,M
VA,5349,5271,52,M
MD,5383,5327,52,M
VA,5436,5303,52,M
MD,5441,5079,52,M
PA,5457,5190,52,M
MD,5459,5254,52,M
MD,5470,5205,52,M
MD,5488,5383,52,M
DC,5541,5029,52,M
MD,5543,5410,52,M
VA,5636,5497,52,M
NY,5651,5174,52,M
MD,5685,5542,52,M
VA,5692,5402,52,M
VA,5722,5633,52,M
DC,5778,5778,52,M
PA,5782,5782,52,M
VA,5795,5795,52,M
MD,5806,5323,52,M
VA,5806,5367,52,M
MD,5844,5669,52,M
VA,5865,5493,52,M
VA,5879,5879,52,M
NY,5880,5802,52,M
DC,5909,5703,52,M
MD,5931,5419,52,M
MD,5964,5648,52,M
MD,6040,5761,52,M
PA,6073,5896,52,M
MD,6080,5601,52,M
VA,6113,5893,52,M
VA,6180,5940,52,M
VA,6197,5978,52,M
VA,6254,6097,52,M
VA,6298,6141,52,M
VA,6335,5959,52,M
MD,6378,6378,52,M
MD,6384,5994,52,M
DC,6467,6148,52,M
MD,6490,6194,52,M
LA,6499,6499,52,M
PA,6524,6164,52,M
MD,6575,6458,52,M
VA,6582,6217,52,M
DC,6623,6539,52,M
CT,6682,6682,52,M
MD,6813,6510,52,M
VA,6946,6617,52,M
MD,6979,6933,52,M
VA,7395,7011,52,M
VA,7401,6930,52,M
VA,8491,8208,52,M
VA,3986,3981,53,M
MD,4011,4000,53,M
MD,4079,4073,53,M
MD,4173,4164,53,M
IA,4330,4330,53,M
VT,4371,4343,53,M
MD,4397,4372,53,M
FL,4533,4512,53,M
VA,4540,4502,53,M
VA,4568,4529,53,M
VA,4571,4549,53,M
VA,4765,4724,53,M
MD,4813,4634,53,M
MD,4871,4620,53,M
MD,4875,4840,53,M
VA,4892,4824,53,M
VA,4917,4842,53,M
MD,4961,4961,53,M
VA,5040,4974,53,M
MD,5096,5096,53,M
VA,5107,5044,53,M
VA,5189,5001,53,M
DC,5281,5213,53,M
OH,5328,5192,53,M
VA,5333,5224,53,M
MD,5393,5048,53,M
VA,5428,5271,53,M
MD,5502,5344,53,M
VA,5511,5511,53,M
VA,5516,5156,53,M
MD,5520,5268,53,M
VA,5541,5358,53,M
MD,5614,5502,53,M
IL,5640,5272,53,M
VA,5764,5310,53,M
MD,5788,5487,53,M
MD,5797,5598,53,M
MD,5865,5701,53,M
VA,5876,5876,53,M
VA,5881,5402,53,M
DE,5904,5904,53,M
MD,5941,5849,53,M
IN,5965,5965,53,M
MD,6009,5658,53,M
NY,6014,5710,53,M
MD,6019,5803,53,M
MD,6067,5648,53,M
TX,6078,5736,53,M
MD,6114,5829,53,M
VA,6138,6121,53,M
MD,6199,5725,53,M
NJ,6206,5933,53,M
VA,6247,5847,53,M
DC,6254,5885,53,M
DC,6259,5844,53,M
MD,6306,5804,53,M
PA,6331,6026,53,M
MD,6472,6147,53,M
VA,6483,6183,53,M
VA,6489,6044,53,M
PA,6495,6030,53,M
VA,6508,6014,53,M
MD,6531,6221,53,M
PA,6540,6540,53,M
DC,6543,6311,53,M
DC,6616,6200,53,M
VA,6703,6588,53,M
VA,6765,6257,53,M
MD,6794,6315,53,M
MD,6887,6696,53,M
NY,6894,6557,53,M
VA,7045,6726,53,M
VA,7237,6879,53,M
VA,7378,7163,53,M
MD,7378,6924,53,M
VA,7379,6887,53,M
VA,8178,7948,53,M
MD,8466,8121,53,M
MD,3909,3904,54,M
NY,3926,3924,54,M
DC,4322,4318,54,M
VA,4323,4300,54,M
VA,4336,4266,54,M
MD,4352,4325,54,M
MD,4500,4486,54,M
VA,4539,4503,54,M
DC,4609,4590,54,M
MD,4705,4705,54,M
NY,4817,4716,54,M
DC,4866,4845,54,M
VA,4916,4855,54,M
DC,4923,4923,54,M
MD,4971,4939,54,M
PA,5029,5029,54,M
VA,5116,4689,54,M
VA,5243,5167,54,M
VA,5310,5160,54,M
VA,5358,5267,54,M
DC,5389,5086,54,M
PA,5481,5325,54,M
DC,5495,5378,54,M
PA,5544,5281,54,M
VA,5549,5302,54,M
PA,5601,5299,54,M
MD,5618,5498,54,M
NY,5636,5464,54,M
IL,5692,5438,54,M
NJ,5737,5489,54,M
VA,5767,5462,54,M
VA,5770,5684,54,M
VA,5783,5462,54,M
PA,5801,5598,54,M
NJ,5808,5442,54,M
MD,5892,5631,54,M
DC,5894,5666,54,M
PA,5935,5577,54,M
VA,5969,5805,54,M
WV,6084,5629,54,M
VA,6093,5664,54,M
MD,6155,5743,54,M
VA,6194,5914,54,M
MD,6479,6210,54,M
PA,6528,6292,54,M
FL,6851,6549,54,M
DC,6919,6457,54,M
VA,6957,6718,54,M
MD,6962,6725,54,M
VA,7026,6844,54,M
MD,7271,7271,54,M
MD,7365,7103,54,M
VA,7390,6954,54,M
MD,3876,3872,55,M
NY,3953,3945,55,M
MD,3971,3968,55,M
MD,4202,4192,55,M
MD,4230,4208,55,M
VA,4294,4291,55,M
VA,4296,4275,55,M
NY,4334,4321,55,M
NY,4364,4344,55,M
VA,4541,4526,55,M
DC,4622,4577,55,M
NY,4647,4549,55,M
VA,4696,4665,55,M
MD,4872,4413,55,M
MD,4940,4583,55,M
DC,4977,4884,55,M
TX,4990,4916,55,M
VA,5074,4974,55,M
VA,5110,4905,55,M
VA,5111,5111,55,M
MD,5213,5052,55,M
DE,5292,5260,55,M
VA,5338,5338,55,M
VA,5355,5293,55,M
VA,5358,5188,55,M
VA,5422,5322,55,M
DC,5456,5104,55,M
MD,5466,5466,55,M
VA,5543,5482,55,M
VA,5646,5590,55,M
MD,5669,5472,55,M
MD,5707,5507,55,M
MD,5726,5322,55,M
VA,5793,5444,55,M
MD,5826,5747,55,M
MD,5858,5322,55,M
WV,5863,5728,55,M
VA,5874,5865,55,M
VA,5892,5493,55,M
MD,5938,5619,55,M
PA,6037,5654,55,M
DC,6043,5791,55,M
VA,6043,5840,55,M
MD,6122,5757,55,M
MD,6157,5927,55,M
VA,6163,5916,55,M
MD,6221,5853,55,M
NC,6275,6029,55,M
VA,6278,5786,55,M
VA,6282,6100,55,M
VA,6330,6030,55,M
VA,6363,6144,55,M
VT,6376,5872,55,M
MD,6388,6077,55,M
MD,6475,6029,55,M
MD,6494,6243,55,M
VA,6517,6332,55,M
VA,6539,6136,55,M
VA,6541,6197,55,M
NJ,6562,6362,55,M
VA,6675,6404,55,M
MD,6681,6286,55,M
VA,6698,6293,55,M
VA,6821,6361,55,M
VA,6872,6371,55,M
MD,7136,6916,55,M
VA,7199,6677,55,M
MD,7299,6811,55,M
MD,7306,6945,55,M
VA,7407,7123,55,M
CT,7806,7298,55,M
MD,8007,7562,55,M
VA,8078,7926,55,M
DC,8078,7926,55,M
MD,8785,8499,55,M
TN,3636,3632,56,M
VA,3980,3978,56,M
MD,4161,4155,56,M
VA,4230,4217,56,M
VA,4366,4339,56,M
VA,4367,4352,56,M
PA,4369,4345,56,M
OH,4513,4470,56,M
MD,4557,4518,56,M
MD,4583,4534,56,M
MD,4613,4576,56,M
MD,4776,4770,56,M
VA,4856,4806,56,M
MD,4981,4921,56,M
MD,5036,4989,56,M
MD,5124,5014,56,M
DC,5136,5136,56,M
PA,5375,5286,56,M
MD,5389,5280,56,M
VA,5391,4923,56,M
VA,5572,5124,56,M
VA,5615,5416,56,M
VA,5671,5343,56,M
MD,5693,5317,56,M
PA,5795,5448,56,M
OH,5836,5500,56,M
VA,5980,5513,56,M
DC,6060,5906,56,M
VA,6071,5779,56,M
VA,6076,5663,56,M
VA,6159,5922,56,M
DC,6195,5855,56,M
NH,6265,5788,56,M
MD,6313,5960,56,M
VA,6331,5942,56,M
VA,6431,6117,56,M
MD,6445,6157,56,M
PA,6527,6527,56,M
VA,6614,6035,56,M
MD,6622,6235,56,M
IL,6772,6515,56,M
NY,6795,6795,56,M
PA,6797,6321,56,M
MD,6822,6343,56,M
DC,6824,6345,56,M
MD,6884,6620,56,M
MD,6894,6520,56,M
DC,7129,6629,56,M
VA,7354,7228,56,M
PA,7425,7035,56,M
MD,7628,7184,56,M
MD,8693,8201,56,M
VA,9804,9353,56,M
VA,4279,4244,57,M
VA,4332,4307,57,M
NJ,4509,4460,57,M
NH,4601,4571,57,M
VA,4721,4681,57,M
PA,4744,4696,57,M
PA,4759,4759,57,M
VA,4852,4844,57,M
PA,4899,4807,57,M
WV,4916,4906,57,M
MD,4963,4933,57,M
VA,5268,5202,57,M
VA,5280,5035,57,M
MD,5304,4909,57,M
MD,5462,5010,57,M
NH,5516,5293,57,M
PA,5560,5560,57,M
MD,5728,5518,57,M
MD,5732,5486,57,M
MD,5860,5691,57,M
VA,5892,5452,57,M
VA,5903,5903,57,M
PA,5917,5718,57,M
VA,5966,5840,57,M
VA,6052,5920,57,M
VA,6074,5877,57,M
NY,6134,5685,57,M
DE,6182,5809,57,M
VA,6244,6026,57,M
MD,6294,5951,57,M
VA,6310,6075,57,M
VA,6313,6054,57,M
MD,6318,5880,57,M
MD,6330,5918,57,M
DC,6355,6215,57,M
NY,6416,6007,57,M
MI,6434,6050,57,M
VA,6471,6133,57,M
VA,6480,6262,57,M
IN,6581,6499,57,M
VA,6695,6359,57,M
VA,6897,6432,57,M
VA,6975,6643,57,M
DC,7052,6944,57,M
VA,7130,6979,57,M
VA,7239,7239,57,M
VA,7418,6946,57,M
VA,7493,7493,57,M
VA,7793,7301,57,M
VA,7928,7862,57,M
PA,8190,8190,57,M
FL,8592,8592,57,M
WV,8854,8854,57,M
MD,4029,4020,58,M
VA,4398,4395,58,M
DC,4541,4410,58,M
VA,4696,4642,58,M
VA,4777,4777,58,M
MD,4826,4776,58,M
MD,4865,4825,58,M
VA,4977,4958,58,M
PA,5001,4968,58,M
VA,5004,4846,58,M
MD,5073,5048,58,M
MD,5100,5032,58,M
MI,5162,5054,58,M
DC,5209,5008,58,M
MD,5242,5159,58,M
DC,5329,5329,58,M
NY,5364,4910,58,M
VA,5374,4950,58,M
MD,5403,5317,58,M
VA,5527,5366,58,M
DC,5546,5385,58,M
NY,5584,5156,58,M
MD,5585,5332,58,M
MA,5725,5570,58,M
VA,5729,5413,58,M
VA,5736,5398,58,M
GA,5805,5587,58,M
MD,5833,5773,58,M
VA,5835,5375,58,M
VA,5839,5695,58,M
VA,5910,5872,58,M
VA,5927,5738,58,M
VA,5959,5654,58,M
OH,5985,5985,58,M
NJ,5999,5875,58,M
MA,6198,5874,58,M
IN,6278,6046,58,M
NJ,6367,6242,58,M
MD,6774,6357,58,M
VA,6788,6358,58,M
VA,6970,6534,58,M
PA,6971,6676,58,M
MD,7043,7005,58,M
MD,7050,6665,58,M
MD,7356,6929,58,M
MD,7623,7129,58,M
MD,7745,7309,58,M
NJ,7802,7720,58,M
WV,8473,8017,58,M
FL,8643,8311,58,M
TX,4169,4158,59,M
MD,4409,4384,59,M
MD,4615,4409,59,M
New Zealand,4638,4618,59,M
DC,4732,4688,59,M
VA,4910,4910,59,M
VA,5357,5177,59,M
VA,5484,5372,59,M
MD,5552,5391,59,M
VA,5623,5416,59,M
VA,5677,5677,59,M
MD,5677,5677,59,M
MD,5726,5691,59,M
FL,5869,5801,59,M
MD,5895,5456,59,M
NY,5913,5525,59,M
VA,5960,5539,59,M
MD,6126,5972,59,M
VA,6144,5744,59,M
OH,6219,6219,59,M
VA,6339,5931,59,M
VA,6355,6210,59,M
MD,6366,5969,59,M
VA,6563,6123,59,M
VA,6576,6242,59,M
MD,6625,6210,59,M
MD,6639,6241,59,M
DC,6657,6576,59,M
NJ,6932,6470,59,M
DC,7336,6854,59,M
VA,7503,7082,59,M
NY,7640,7143,59,M
WI,7673,7404,59,M
VA,7985,7556,59,M
VA,3863,3862,60,M
CA,3888,3885,60,M
VA,4078,4071,60,M
MD,4489,4468,60,M
OH,4491,4491,60,M
VA,4612,4588,60,M
MD,4652,4617,60,M
VA,5052,4980,60,M
MD,5125,5125,60,M
MD,5183,4798,60,M
NJ,5442,5375,60,M
MD,5544,5330,60,M
VA,5611,5145,60,M
MD,5620,5411,60,M
MD,5697,5370,60,M
VA,5717,5552,60,M
WI,5733,5610,60,M
VA,5734,5526,60,M
DE,5807,5802,60,M
VA,5892,5481,60,M
DE,6226,5877,60,M
DE,6227,5943,60,M
IA,6278,5819,60,M
NJ,6438,6280,60,M
MD,6502,6034,60,M
IL,6753,6464,60,M
PA,7034,6782,60,M
WV,7474,6980,60,M
MD,7475,7334,60,M
NY,7817,7817,60,M
MD,7849,7613,60,M
OR,8132,8132,60,M
MD,8485,8171,60,M
MD,8680,8633,60,M
MD,4277,4263,61,M
DC,4515,4505,61,M
MD,4650,4645,61,M
VA,4825,4785,61,M
DC,4959,4797,61,M
MD,5053,4918,61,M
VA,5079,5015,61,M
VA,5080,5028,61,M
VA,5248,4915,61,M
VA,5307,5204,61,M
CT,5320,5258,61,M
VA,5399,5323,61,M
MD,5484,5458,61,M
VA,5510,5437,61,M
VA,5642,5298,61,M
MD,5735,5580,61,M
DC,5742,5742,61,M
MD,5793,5359,61,M
MD,5848,5593,61,M
VA,5943,5585,61,M
DC,6189,6078,61,M
MD,6218,6191,61,M
MD,6253,6001,61,M
NJ,6439,6169,61,M
VA,6504,6253,61,M
DC,6592,6592,61,M
MA,6612,6485,61,M
MD,6979,6593,61,M
VA,6984,6621,61,M
MD,6989,6734,61,M
DC,7500,7061,61,M
VA,7852,7739,61,M
VA,7889,7889,61,M
MA,8333,8184,61,M
VA,4311,4310,62,M
VA,4713,4713,62,M
MD,5080,4994,62,M
MD,5174,5096,62,M
NJ,5182,5145,62,M
MD,5483,5143,62,M
VA,5534,5459,62,M
MD,5625,5589,62,M
DC,5713,5595,62,M
MD,5752,5542,62,M
NY,5829,5416,62,M
MD,5919,5919,62,M
MD,5990,5889,62,M
VA,6002,5690,62,M
VA,6106,5874,62,M
NC,6167,5888,62,M
MD,6267,5967,62,M
VA,6371,5959,62,M
MD,6640,6490,62,M
VA,6875,6611,62,M
PA,7109,6881,62,M
VA,7388,6945,62,M
MD,7589,7392,62,M
MD,7899,7635,62,M
MD,4357,4351,63,M
VA,4432,4405,63,M
VA,4710,4685,63,M
VA,4935,4911,63,M
VA,5001,4964,63,M
MD,5369,5252,63,M
VA,5539,5247,63,M
MD,5775,5775,63,M
VA,5846,5627,63,M
DC,5851,5599,63,M
VA,5925,5495,63,M
MD,5971,5727,63,M
VA,6447,6123,63,M
VA,6507,6167,63,M
DC,6593,6408,63,M
PA,7317,6966,63,M
VA,8936,8936,63,M
VA,4219,4212,64,M
VA,4619,4609,64,M
VA,5054,5045,64,M
DC,5211,5179,64,M
CT,5220,5182,64,M
MD,5251,5180,64,M
MA,5535,5437,64,M
MD,5589,5230,64,M
MD,5647,5254,64,M
MD,5787,5741,64,M
OH,6026,5613,64,M
MD,6139,5838,64,M
MD,6985,6966,64,M
MD,7086,6605,64,M
MD,7203,6822,64,M
MD,7204,6908,64,M
DC,7236,7062,64,M
MD,7279,6982,64,M
MD,7846,7430,64,M
MD,10536,10536,64,M
MD,4384,4322,65,M
NJ,5076,5066,65,M
MD,5232,5187,65,M
MD,5248,5075,65,M
MD,5362,5287,65,M
VA,5493,5305,65,M
VA,5590,5590,65,M
VA,5845,5770,65,M
MD,5856,5685,65,M
VA,5946,5663,65,M
WV,6044,5671,65,M
MD,6119,5835,65,M
VA,6426,5931,65,M
VA,6795,6324,65,M
VA,6858,6360,65,M
HI,6904,6646,65,M
VA,7159,6680,65,M
VA,7424,6992,65,M
MD,4748,4748,66,M
MD,5387,5293,66,M
NY,5442,5321,66,M
MD,5535,5535,66,M
VA,5967,5677,66,M
VA,6244,6244,66,M
MD,6272,6272,66,M
MD,6829,6812,66,M
MD,7010,6877,66,M
MD,7299,6812,66,M
MD,7323,6929,66,M
DC,7327,6850,66,M
MD,7448,7448,66,M
NJ,7803,7721,66,M
PA,8444,8444,66,M
MD,4759,4755,67,M
MD,4802,4770,67,M
VA,4852,4852,67,M
CT,5557,5557,67,M
VA,6199,6030,67,M
MD,6239,6200,67,M
NY,6566,6435,67,M
DC,6847,6660,67,M
WV,6906,6451,67,M
OH,7069,7069,67,M
MD,7488,7321,67,M
DC,7723,7723,67,M
MD,7940,7693,67,M
DC,5972,5729,68,M
VA,6826,6627,68,M
VA,6940,6745,68,M
VA,4872,4864,69,M
VA,5494,5313,69,M
NJ,5712,5651,69,M
VA,5742,5732,69,M
IA,6587,6323,69,M
VA,7452,7002,69,M
PA,8051,8051,69,M
NY,4864,4864,70,M
MD,6073,5981,70,M
NJ,6248,6104,70,M
VA,6288,6270,70,M
MD,7009,6791,70,M
MD,8653,8354,70,M
VA,4740,4737,71,M
