sid,grade,sessionID
S32094,A-,session3183
S32094,A-,session3596
S32094,A,session3659
S32094,AU,session3741
S32094,S,session3827
S32097,C,session2001
S32097,B-,session2020
S32097,B,session2170
S32097,A,session2265
S32097,C,session2444
S32097,B+,session2568
S32097,B,session2599
S32097,B,session2643
S32097,B,session3038
S32097,B,session3039
S32097,S,session3223
S32097,A-,session3327
S32097,S,session3489
S32097,B,session3747
S32097,B+,session3762
S32100,B-,session2000
S32100,B+,session2017
S32100,B-,session2133
S32100,B+,session2319
S32100,B,session2472
S32100,A,session2526
S32100,A,session2609
S32100,S,session2686
S32100,B,session2716
S32100,A,session2861
S32100,B+,session2985
S32100,B,session3052
S32100,A-,session3226
S32100,A,session3383
S32100,S,session3403
S32100,B,session3700
S32103,C+,session2142
S32103,C,session2173
S32103,B,session2433
S32103,A,session2466
S32103,A-,session2541
S32103,A-,session2541
S32103,B+,session2712
S32103,B+,session2757
S32103,B+,session2759
S32103,B+,session2886
S32103,A,session2992
S32103,B,session3110
S32103,A-,session3243
S32103,A-,session3243
S32103,A,session3533
S32103,A,session3685
S32103,AU,session3755
S32106,A-,session2058
S32106,A,session2114
S32106,C+,session2204
S32106,B-,session2282
S32106,B,session2489
S32106,B-,session2604
S32106,C+,session2645
S32106,B-,session2838
S32106,B+,session3095
S32106,B+,session3147
S32106,B+,session3380
S32106,A-,session3477
S32106,B,session3534
S32106,A,session3794
S32106,B+,session3821
S32109,B-,session2072
S32109,B-,session2077
S32109,B,session2164
S32109,B+,session2178
S32109,C+,session2298
S32109,C,session2532
S32109,A,session2606
S32109,B+,session2819
S32109,B,session3094
S32109,S,session3224
S32109,A,session3383
S32109,B-,session3399
S32112,C+,session1950
S32112,S,session1992
S32112,B,session2286
S32112,B,session2290
S32112,B,session2473
S32112,B,session2695
S32112,B,session2997
S32112,B+,session2999
S32112,B,session3289
S32112,B+,session3393
S32112,A-,session3537
S32112,C+,session3824
S32112,S,session3830
S32115,C,session2015
S32115,S,session2271
S32115,A,session2359
S32115,S,session2425
S32115,A-,session2826
S32115,A-,session2826
S32115,A-,session3001
S32115,B,session3144
S32115,S,session3145
S32115,B,session3316
S32115,A-,session3348
S32115,A-,session3432
S32115,A,session3564
S32115,A-,session3711
S32115,B,session3795
S32118,B+,session2082
S32118,A,session2088
S32118,A,session2198
S32118,B,session2431
S32118,A-,session2711
S32118,A-,session2857
S32118,A,session2986
S32118,A-,session3011
S32118,A-,session3291
S32118,A-,session3292
S32118,A,session3821
S32121,B+,session2030
S32121,A-,session2101
S32121,A-,session2262
S32121,A,session2370
S32121,S,session2413
S32121,A-,session2580
S32121,B,session2749
S32121,A,session2790
S32121,A,session2922
S32121,B+,session3046
S32121,A-,session3691
S32121,A-,session3696
S32124,C+,session1962
S32124,B,session2098
S32124,D+,session2192
S32124,B,session2251
S32124,C,session2432
S32124,B,session2529
S32124,B+,session2542
S32124,B,session2708
S32124,C+,session2947
S32124,B-,session2973
S32124,A-,session3057
S32124,A-,session3057
S32124,A,session3241
S32124,A,session3243
S32124,A,session3243
S32124,C+,session3512
S32127,A,session1978
S32127,A,session2002
S32127,B,session2046
S32127,S,session2262
S32127,A,session2278
S32127,A-,session2704
S32127,A,session2909
S32127,A-,session3048
S32127,B,session3206
S32127,A-,session3435
S32127,B,session3503
S32127,C,session3643
S32127,C,session3643
S32127,B-,session3700
S32127,A,session3769
S32130,B,session1996
S32130,B,session2080
S32130,C+,session2206
S32130,B,session2228
S32130,B+,session2561
S32130,A-,session2817
S32130,B-,session2983
S32130,A-,session3011
S32130,A-,session3478
S32130,B+,session3730
S32130,B+,session3797
S32130,A,session3801
S32133,A,session2106
S32133,A,session2127
S32133,A-,session2185
S32133,B,session2279
S32133,A-,session2318
S32133,A,session2339
S32133,B+,session2489
S32133,A,session2798
S32133,A,session2805
S32133,B+,session2938
S32133,A,session3143
S32133,A,session3253
S32133,A-,session3290
S32133,A-,session3543
S32133,A-,session3790
S32136,A-,session2039
S32136,C-,session2131
S32136,A-,session2248
S32136,B-,session2330
S32136,B,session2571
S32136,A,session2675
S32136,A,session2676
S32136,B+,session2832
S32136,A,session2997
S32136,A-,session2998
S32136,A-,session3180
S32136,A,session3250
S32136,B,session3465
S32139,B+,session1955
S32139,B,session1995
S32139,A-,session2093
S32139,A-,session2294
S32139,A,session2425
S32139,B-,session2468
S32139,C+,session2532
S32139,S,session2686
S32139,A-,session2855
S32139,A,session2872
S32139,A,session2886
S32139,S,session2909
S32139,S,session3403
S32139,A,session3554
S32139,A,session3685
S32142,A,session2001
S32142,C+,session2081
S32142,A-,session2116
S32142,B-,session2148
S32142,A-,session2315
S32142,A,session2745
S32142,B,session2820
S32142,B,session3040
S32142,S,session3049
S32142,B,session3486
S32142,A,session3697
S32142,A-,session3744
S32142,A-,session3756
S32145,B+,session1997
S32145,B,session2080
S32145,B+,session2210
S32145,A-,session2306
S32145,B+,session2562
S32145,B-,session2589
S32145,A-,session2779
S32145,B+,session2820
S32145,A,session2918
S32145,B+,session3063
S32145,S,session3395
S32145,B+,session3449
S32145,B+,session3624
S32145,A-,session3816
S32148,B,session2090
S32148,B+,session2138
S32148,A,session2271
S32148,B+,session2391
S32148,B,session2419
S32148,B,session2440
S32148,S,session2465
S32148,A,session2575
S32148,A-,session2671
S32148,B+,session2714
S32148,B+,session3163
S32148,A-,session3436
S32148,S,session3601
S32151,B,session2029
S32151,B,session2328
S32151,B+,session2342
S32151,A-,session2378
S32151,B+,session2391
S32151,B,session2442
S32151,B+,session2840
S32151,B+,session3083
S32151,A,session3084
S32151,B,session3168
S32151,A,session3169
S32151,A-,session3477
S32151,B-,session3714
S32151,A,session3831
S32154,B+,session1994
S32154,C,session2015
S32154,B,session2046
S32154,B-,session2194
S32154,B-,session2338
S32154,A,session2385
S32154,C,session2531
S32154,B+,session2561
S32154,B,session2706
S32154,B+,session2990
S32154,B+,session2992
S32154,C+,session3248
S32154,C,session3503
S32154,A-,session3533
S32154,B+,session3586
S32157,B+,session1991
S32157,A-,session2210
S32157,A-,session2297
S32157,A,session2304
S32157,A,session2308
S32157,B,session2338
S32157,B,session2433
S32157,A-,session2564
S32157,A,session2707
S32157,A,session2732
S32157,A,session3026
S32157,A,session3079
S32157,A,session3154
S32160,A-,session2256
S32160,B,session2299
S32160,B,session2336
S32160,A,session2461
S32160,B,session2488
S32160,B+,session2714
S32160,B+,session2983
S32160,A-,session2984
S32160,B+,session3008
S32160,B,session3040
S32160,A-,session3519
S32160,A-,session3693
S32160,A,session3744
S32163,B+,session2089
S32163,A-,session2206
S32163,B,session2237
S32163,B+,session2445
S32163,A,session2516
S32163,A,session2526
S32163,A,session3055
S32163,A,session3090
S32163,A,session3209
S32163,A,session3332
S32163,A-,session3498
S32163,A,session3572
S32163,B+,session3643
S32163,B-,session3796
S32166,A,session2142
S32166,A-,session2297
S32166,A,session2368
S32166,A,session2466
S32166,A-,session2592
S32166,A-,session2775
S32166,A,session2852
S32166,B,session2854
S32166,B+,session2941
S32166,A-,session3066
S32166,A-,session3453
S32166,A,session3592
S32169,A-,session2170
S32169,B,session2173
S32169,A,session2362
S32169,B+,session2423
S32169,B+,session2433
S32169,A,session2524
S32169,B,session2612
S32169,S,session2686
S32169,S,session2803
S32169,S,session3040
S32169,S,session3403
S32169,S,session3476
S32172,A-,session2046
S32172,A-,session2100
S32172,B+,session2354
S32172,A,session2369
S32172,B,session2445
S32172,A,session2454
S32172,A,session2473
S32172,A,session2684
S32172,A-,session2955
S32172,B+,session3188
S32172,A,session3208
S32172,A-,session3314
S32172,B+,session3386
S32172,A-,session3583
S32172,A,session3643
S32175,A,session2020
S32175,B+,session2046
S32175,A,session2239
S32175,A-,session2354
S32175,A-,session2472
S32175,A-,session2558
S32175,A,session2651
S32175,A,session2785
S32175,B,session2913
S32175,A,session2914
S32175,A-,session2979
S32175,A,session3222
S32175,B+,session3424
S32175,A-,session3491
S32178,B-,session1962
S32178,C-,session1978
S32178,C+,session2192
S32178,C-,session2233
S32178,C-,session2476
S32178,C,session2548
S32178,D,session2644
S32178,B,session2756
S32178,C,session2912
S32178,B-,session3085
S32178,C,session3137
S32178,B,session3249
S32178,B,session3532
S32178,B-,session3754
S32181,B-,session2089
S32181,A-,session2205
S32181,A,session2219
S32181,A-,session2299
S32181,B+,session2304
S32181,A,session2317
S32181,A-,session2336
S32181,S,session2455
S32181,A,session2757
S32181,A,session2995
S32181,A-,session3085
S32181,A,session3439
S32181,A,session3440
S32181,S,session3478
S32181,A-,session3700
S32181,S,session3825
S32184,A,session1962
S32184,A-,session2016
S32184,A,session2164
S32184,A-,session2193
S32184,A,session2269
S32184,B+,session2292
S32184,A-,session2419
S32184,B+,session2425
S32184,A-,session2748
S32184,A-,session2862
S32184,A-,session2862
S32184,A-,session3152
S32184,A-,session3745
S32187,B+,session1957
S32187,B+,session1958
S32187,A,session1988
S32187,B+,session1997
S32187,B+,session2131
S32187,A-,session2344
S32187,B+,session2433
S32187,B,session2626
S32187,B+,session2939
S32187,B,session3052
S32187,A-,session3468
S32187,AU,session3687
S32190,B+,session2119
S32190,A-,session2123
S32190,C+,session2173
S32190,A,session2272
S32190,B-,session2532
S32190,A-,session2696
S32190,B+,session2767
S32190,A,session2891
S32190,B,session2920
S32190,B-,session3119
S32190,A-,session3146
S32190,A,session3383
S32190,B,session3400
S32190,A,session3407
S32190,B,session3410
S32190,A,session3619
S32190,B+,session3674
S32193,B+,session1970
S32193,B-,session2001
S32193,C,session2028
S32193,A-,session2111
S32193,C,session2149
S32193,B,session2192
S32193,B,session2204
S32193,C,session2472
S32193,D,session2645
S32193,B,session2932
S32193,B-,session3381
S32193,B,session3464
S32193,A,session3554
S32193,B+,session3627
S32196,B-,session1960
S32196,B-,session2151
S32196,A-,session2198
S32196,A-,session2212
S32196,B,session2235
S32196,B,session2268
S32196,A-,session2344
S32196,B+,session2345
S32196,A-,session2380
S32196,S,session2415
S32196,B-,session3424
S32196,A-,session3583
S32196,S,session3609
S32199,B+,session1981
S32199,B,session2089
S32199,B+,session2304
S32199,B,session2406
S32199,B+,session2520
S32199,A,session2547
S32199,A,session2757
S32199,A-,session2800
S32199,A,session2990
S32199,S,session3031
S32199,A-,session3057
S32199,A-,session3246
S32199,A-,session3249
S32199,A-,session3551
S32202,A-,session2046
S32202,B+,session2157
S32202,A,session2265
S32202,A-,session2421
S32202,A-,session2759
S32202,B+,session2797
S32202,A-,session2799
S32202,B,session3057
S32202,A,session3071
S32202,A,session3147
S32202,A,session3790
S32205,A,session1961
S32205,A-,session2044
S32205,A,session2117
S32205,A-,session2178
S32205,A,session2269
S32205,A-,session2421
S32205,A-,session2440
S32205,B+,session2447
S32205,S,session2650
S32205,B+,session2677
S32205,A-,session2725
S32205,B-,session3036
S32205,B+,session3046
S32205,A-,session3486
S32208,A-,session2420
S32208,S,session2465
S32208,A-,session2713
S32208,A,session2816
S32208,A,session2845
S32208,C,session2910
S32208,B,session3315
S32208,A-,session3673
S32208,A,session3686
S32208,A,session3694
S32208,B,session3821
S32211,B,session1975
S32211,B+,session2282
S32211,A-,session2317
S32211,C+,session2650
S32211,A,session2714
S32211,B,session2962
S32211,B,session3047
S32211,B+,session3139
S32211,A-,session3236
S32211,A-,session3237
S32211,B,session3426
S32211,B-,session3582
S32211,B,session3584
S32211,B+,session3783
S32211,A-,session3829
S32214,B,session1951
S32214,S,session1992
S32214,C-,session2000
S32214,B+,session2101
S32214,B-,session2240
S32214,B,session2651
S32214,C-,session2858
S32214,B,session3125
S32214,B,session3303
S32214,B+,session3327
S32214,A-,session3337
S32214,C-,session3427
S32214,C,session3583
S32214,B,session3584
S32217,A,session2127
S32217,A,session2215
S32217,A-,session2277
S32217,A,session2294
S32217,B,session2330
S32217,B,session2340
S32217,A-,session2345
S32217,S,session2375
S32217,A-,session2546
S32217,B+,session2713
S32217,A-,session3375
S32217,A,session3449
S32217,A-,session3597
S32217,S,session3609
S32220,B+,session2243
S32220,B,session2276
S32220,B+,session2374
S32220,A,session2425
S32220,A-,session2572
S32220,A-,session2603
S32220,A-,session2750
S32220,A,session3382
S32220,B-,session3395
S32220,A,session3434
S32220,A,session3554
S32223,B,session1958
S32223,A,session2064
S32223,A-,session2192
S32223,A-,session2277
S32223,B+,session2344
S32223,S,session2763
S32223,B+,session2861
S32223,A-,session2875
S32223,A-,session3040
S32223,A-,session3393
S32223,B,session3561
S32226,A-,session2033
S32226,A,session2159
S32226,A,session2221
S32226,A,session2234
S32226,A,session2326
S32226,A,session2456
S32226,A,session2474
S32226,A-,session2654
S32226,A,session2690
S32226,A-,session3427
S32226,S,session3488
S32229,B+,session2077
S32229,B,session2087
S32229,B,session2175
S32229,B,session2282
S32229,A-,session2546
S32229,B+,session2693
S32229,A,session2827
S32229,A-,session3046
S32229,B+,session3057
S32229,B+,session3057
S32229,A,session3529
S32229,A-,session3705
S32229,A-,session3725
S32229,A,session3758
S32232,B,session2120
S32232,A-,session2123
S32232,B,session2131
S32232,B,session2275
S32232,A,session2433
S32232,A,session2475
S32232,A,session2628
S32232,A,session2879
S32232,A,session2885
S32232,A,session2891
S32232,B,session3039
S32232,A,session3119
S32232,A-,session3567
S32235,A,session2034
S32235,B,session2057
S32235,A-,session2174
S32235,A,session2215
S32235,B,session2234
S32235,A,session2481
S32235,A-,session2690
S32235,A-,session2885
S32235,B,session3397
S32235,A-,session3402
S32235,S,session3629
S32235,B,session3647
S32238,A-,session1966
S32238,B,session2173
S32238,B+,session2209
S32238,A,session2283
S32238,A,session2290
S32238,B+,session2422
S32238,A,session2437
S32238,S,session2528
S32238,A,session2652
S32238,A-,session2654
S32238,A,session2696
S32238,B,session3424
S32238,B+,session3491
S32238,A-,session3582
S32241,B,session2235
S32241,A,session2276
S32241,A,session2283
S32241,A,session2311
S32241,A,session2464
S32241,S,session2686
S32241,B+,session2848
S32241,A-,session2859
S32241,A,session3305
S32241,B,session3314
S32241,A-,session3332
S32241,A-,session3583
S32241,A,session3831
S32244,C+,session2154
S32244,A-,session2361
S32244,B-,session2462
S32244,B,session2475
S32244,B,session2543
S32244,B,session2692
S32244,A-,session2707
S32244,C,session2949
S32244,B,session2967
S32244,A-,session3498
S32244,S,session3587
S32244,A,session3637
S32244,A-,session3639
S32244,B+,session3643
S32244,A-,session3769
S32247,B,session1986
S32247,A-,session2001
S32247,B+,session2217
S32247,B,session2235
S32247,A-,session2427
S32247,C+,session2951
S32247,A,session3553
S32247,B,session3693
S32247,A,session3777
S32250,A,session2030
S32250,B+,session2052
S32250,B-,session2067
S32250,A,session2217
S32250,B+,session2377
S32250,A,session2391
S32250,A-,session2417
S32250,B,session2650
S32250,C,session2691
S32250,C,session2747
S32250,C,session2907
S32250,B-,session2911
S32250,A-,session2936
S32250,B+,session3196
S32250,B,session3485
S32253,B,session2082
S32253,A,session2136
S32253,A,session2276
S32253,A,session2365
S32253,A,session2380
S32253,A-,session2670
S32253,A,session2679
S32253,A,session2750
S32253,A,session2755
S32253,A-,session2816
S32253,A,session3041
S32253,A,session3430
S32253,A,session3430
S32253,S,session3489
S32256,A,session1952
S32256,B+,session1964
S32256,A-,session2002
S32256,A-,session2082
S32256,B,session2320
S32256,B,session2432
S32256,S,session2465
S32256,A-,session2476
S32256,B+,session2628
S32256,B,session2892
S32256,B+,session2935
S32256,A,session3060
S32256,A,session3118
S32256,A-,session3119
S32256,B+,session3410
S32256,A,session3613
S32259,B-,session2142
S32259,C+,session2157
S32259,B,session2175
S32259,C-,session2328
S32259,A,session2399
S32259,B,session2535
S32259,B+,session2681
S32259,A-,session2824
S32259,A-,session2824
S32259,A-,session2826
S32259,A-,session2897
S32259,B+,session3046
S32259,A-,session3123
S32259,B+,session3571
S32259,A,session3695
S32259,A-,session3816
S32262,B+,session2021
S32262,A,session2145
S32262,C,session2232
S32262,B-,session2443
S32262,A-,session2539
S32262,B,session2649
S32262,B,session2782
S32262,A,session2912
S32262,S,session3257
S32262,A,session3302
S32262,A-,session3427
S32262,A,session3583
S32262,A,session3725
S32265,B-,session2017
S32265,B,session2047
S32265,B,session2047
S32265,A-,session2093
S32265,B,session2212
S32265,B+,session2216
S32265,B-,session2289
S32265,B,session2320
S32265,B-,session2432
S32265,C+,session2532
S32265,A-,session2874
S32265,A,session3192
S32265,B,session3202
S32265,S,session3615
S32265,A,session3751
S32268,A-,session2120
S32268,A-,session2275
S32268,B+,session2279
S32268,B+,session2358
S32268,A-,session2541
S32268,B+,session2757
S32268,A,session2770
S32268,A,session2794
S32268,B-,session2925
S32268,A-,session3071
S32268,B,session3152
S32268,B+,session3448
S32268,C-,session3469
S32268,A-,session3594
S32271,C,session1976
S32271,D+,session2001
S32271,B,session2033
S32271,B,session2253
S32271,B+,session2454
S32271,B+,session2512
S32271,B,session2938
S32271,A,session3148
S32271,B,session3189
S32271,B+,session3648
S32274,A-,session1963
S32274,C,session2012
S32274,A,session2144
S32274,A,session2244
S32274,A-,session2436
S32274,A,session2474
S32274,A-,session2652
S32274,B-,session2695
S32274,A-,session2858
S32274,A-,session2935
S32274,A,session2970
S32274,B,session3019
S32274,A-,session3309
S32274,A,session3643
S32277,B+,session2220
S32277,B+,session2257
S32277,B,session2494
S32277,S,session2684
S32277,C+,session2755
S32277,B+,session2810
S32277,B+,session2823
S32277,B,session2841
S32277,A-,session2924
S32277,B-,session3154
S32277,B-,session3280
S32277,B-,session3449
S32277,B-,session3597
S32277,A-,session3796
S32280,A-,session2129
S32280,A-,session2131
S32280,B,session2173
S32280,A,session2206
S32280,A-,session2210
S32280,A,session2265
S32280,S,session2448
S32280,S,session2448
S32280,B+,session2532
S32280,B+,session2628
S32280,A-,session2777
S32280,A,session2883
S32280,B+,session3400
S32283,B+,session2087
S32283,B+,session2094
S32283,B+,session2160
S32283,S,session2204
S32283,S,session2414
S32283,B+,session2714
S32283,B+,session2728
S32283,S,session2743
S32283,B+,session2825
S32283,C+,session2833
S32283,B+,session3082
S32283,A,session3287
S32283,S,session3467
S32283,S,session3700
S32283,B,session3764
S32283,A,session3831
S32286,C-,session2174
S32286,B-,session2214
S32286,D,session2246
S32286,C-,session2322
S32286,A-,session2541
S32286,A,session2706
S32286,B-,session2973
S32286,C,session3078
S32286,A,session3107
S32286,C+,session3400
S32286,A-,session3511
S32286,A,session3533
S32286,B+,session3804
S32286,B,session3805
S32289,A-,session1968
S32289,A,session1979
S32289,A,session2231
S32289,A,session2235
S32289,A-,session2475
S32289,A-,session2488
S32289,S,session2511
S32289,A,session2624
S32289,A-,session2652
S32289,A-,session2912
S32289,A,session3215
S32289,A,session3321
S32289,A,session3429
S32289,B+,session3582
S32292,B-,session1964
S32292,B,session2154
S32292,B,session2376
S32292,C+,session2436
S32292,B+,session2652
S32292,B+,session2937
S32292,A,session3029
S32292,B+,session3068
S32292,B+,session3288
S32292,C+,session3313
S32292,A-,session3429
S32292,B,session3584
S32295,B+,session1950
S32295,B-,session2001
S32295,C+,session2087
S32295,B,session2192
S32295,C,session2472
S32295,C+,session2754
S32295,B,session2882
S32295,S,session2887
S32295,AU,session2888
S32295,B+,session3202
S32295,AU,session3257
S32295,C-,session3406
S32295,C,session3573
S32295,B,session3611
S32295,S,session3615
S32298,B,session2054
S32298,B-,session2077
S32298,B+,session2512
S32298,B+,session2601
S32298,A,session2651
S32298,S,session2739
S32298,S,session2765
S32298,B+,session2858
S32298,C+,session3093
S32298,B,session3175
S32298,C+,session3354
S32298,B+,session3429
S32298,B-,session3468
S32298,B+,session3719
S32298,A,session3770
S32298,S,session3800
S32301,A-,session2046
S32301,B+,session2051
S32301,A-,session2194
S32301,A-,session2285
S32301,S,session2534
S32301,A-,session2648
S32301,B+,session2688
S32301,B+,session2954
S32301,A-,session2990
S32301,A-,session3197
S32301,A,session3248
S32301,B,session3315
S32301,S,session3705
S32301,B+,session3706
S32304,A-,session2047
S32304,A,session2083
S32304,B+,session2093
S32304,A,session2205
S32304,A,session2454
S32304,A,session2466
S32304,S,session2511
S32304,A,session2833
S32304,A-,session2995
S32304,A-,session2996
S32304,A-,session3080
S32304,A-,session3081
S32304,B+,session3331
S32304,A-,session3333
S32304,S,session3709
S32307,B+,session1968
S32307,A,session2171
S32307,A,session2208
S32307,B,session2389
S32307,B,session2479
S32307,B,session2524
S32307,A,session2854
S32307,B,session2858
S32307,B+,session2926
S32307,A,session3126
S32307,B-,session3139
S32307,C,session3314
S32307,B-,session3428
S32307,A-,session3780
S32310,A-,session2193
S32310,B+,session2299
S32310,A,session2324
S32310,B+,session2550
S32310,B+,session2854
S32310,A-,session2875
S32310,B+,session2990
S32310,B,session3057
S32310,B,session3057
S32310,A,session3529
S32310,A,session3656
S32310,A,session3758
S32310,A,session3781
S32313,A-,session2051
S32313,B+,session2304
S32313,A,session2346
S32313,A,session2384
S32313,A,session2385
S32313,B,session2398
S32313,S,session2541
S32313,B+,session2592
S32313,B+,session2842
S32313,A-,session2917
S32313,B+,session3075
S32313,A-,session3734
S32316,B,session2082
S32316,B+,session2166
S32316,B,session2230
S32316,B,session2359
S32316,B+,session2425
S32316,B+,session2671
S32316,B+,session2999
S32316,A-,session3043
S32316,B,session3597
S32316,B+,session3608
S32316,B-,session3665
S32316,A-,session3686
S32319,NC,session1962
S32319,A,session2302
S32319,A,session2380
S32319,B,session2726
S32319,S,session2738
S32319,C-,session2858
S32319,C+,session2912
S32319,A-,session2934
S32319,B+,session2936
S32319,A-,session3010
S32319,C-,session3132
S32319,B,session3151
S32319,C,session3582
S32319,D-,session3626
S32319,C,session3782
S32322,A-,session2042
S32322,A-,session2073
S32322,B+,session2096
S32322,B+,session2245
S32322,B,session2543
S32322,A-,session2581
S32322,A-,session2712
S32322,A,session2874
S32322,A-,session3512
S32322,A,session3515
S32322,A-,session3524
S32322,A-,session3524
S32325,B,session2810
S32325,B+,session2942
S32325,A-,session3134
S32325,A,session3293
S32325,S,session3489
S32325,A-,session3655
S32325,B+,session3662
S32325,A-,session3722
S32328,A-,session1960
S32328,A,session2044
S32328,B+,session2131
S32328,A-,session2194
S32328,A-,session2344
S32328,A-,session2393
S32328,B+,session2551
S32328,B,session2645
S32328,A-,session2720
S32328,B+,session3233
S32328,B,session3306
S32328,A-,session3524
S32328,A-,session3705
S32331,C,session2246
S32331,B-,session2305
S32331,C,session2448
S32331,B,session2534
S32331,B-,session2657
S32331,B,session2788
S32331,A-,session2800
S32331,S,session3050
S32331,S,session3068
S32331,B,session3486
S32331,B,session3534
S32331,B+,session3560
S32331,A-,session3795
S32334,B+,session2056
S32334,B+,session2192
S32334,B,session2319
S32334,A-,session2440
S32334,B,session2488
S32334,B+,session2532
S32334,B+,session2609
S32334,A-,session2872
S32334,B+,session2885
S32334,B,session3401
S32334,A-,session3464
S32334,B+,session3613
S32334,S,session3615
S32337,A,session1974
S32337,A-,session2004
S32337,C,session2234
S32337,C,session2382
S32337,B,session2705
S32337,B-,session2753
S32337,A,session3229
S32337,A,session3230
S32337,B+,session3386
S32337,A-,session3648
S32337,A,session3773
S32340,B+,session1976
S32340,A-,session2005
S32340,B+,session2290
S32340,A,session2363
S32340,B,session2392
S32340,A-,session2441
S32340,A,session2623
S32340,A,session2624
S32340,S,session2686
S32340,A,session2868
S32340,A,session2970
S32340,A,session3205
S32340,S,session3665
S32340,A,session3793
S32343,A-,session2023
S32343,A,session2192
S32343,B,session2338
S32343,A-,session2361
S32343,B+,session2415
S32343,B+,session2437
S32343,A,session2602
S32343,AU,session2686
S32343,A,session2693
S32343,S,session2765
S32343,B+,session2858
S32343,A-,session2874
S32343,S,session3076
S32343,A-,session3429
S32346,A-,session1963
S32346,B,session2021
S32346,A-,session2098
S32346,S,session2212
S32346,A,session2261
S32346,A,session2436
S32346,B+,session2475
S32346,A,session2690
S32346,A,session2735
S32346,S,session2763
S32346,B+,session2862
S32346,A,session3029
S32346,A-,session3326
S32346,A,session3378
S32346,A,session3600
S32346,A-,session3601
S32349,A-,session1965
S32349,A,session2034
S32349,A,session2097
S32349,A,session2208
S32349,A-,session2251
S32349,A-,session2399
S32349,B-,session2482
S32349,B+,session2516
S32349,B,session2713
S32349,B-,session2768
S32349,C-,session2967
S32349,B+,session3607
S32349,A-,session3643
S32349,A-,session3669
S32349,S,session3823
S32352,A-,session2044
S32352,C-,session2089
S32352,B,session2179
S32352,B,session2210
S32352,B,session2685
S32352,A-,session2802
S32352,A,session2873
S32352,B,session2992
S32352,A-,session3000
S32352,B+,session3326
S32352,B+,session3414
S32352,B+,session3414
S32352,A-,session3539
S32352,A,session3707
S32352,A,session3710
S32355,B+,session1996
S32355,B,session2021
S32355,B+,session2135
S32355,A,session2428
S32355,C+,session2654
S32355,S,session2686
S32355,A,session3085
S32355,A,session3094
S32355,A,session3137
S32355,A,session3365
S32355,A,session3429
S32355,A,session3553
S32355,A-,session3583
S32355,A,session3661
S32358,A,session2095
S32358,A-,session2100
S32358,A,session2246
S32358,A,session2358
S32358,A,session2397
S32358,A,session2509
S32358,A,session2983
S32358,A,session3302
S32358,A,session3519
S32358,A,session3520
S32358,A-,session3604
S32361,C,session2005
S32361,B-,session2098
S32361,A-,session2279
S32361,B-,session2483
S32361,D,session2532
S32361,A,session2566
S32361,C-,session2628
S32361,A-,session2797
S32361,A,session2798
S32361,A-,session3290
S32361,A,session3297
S32361,A,session3543
S32361,B+,session3586
S32361,A,session3643
S32364,B,session1970
S32364,A,session2558
S32364,A,session2595
S32364,A,session2631
S32364,A,session2784
S32364,A,session2824
S32364,A,session2826
S32364,A,session2826
S32364,A-,session2858
S32364,A,session2897
S32364,A,session2897
S32364,A,session3062
S32364,A,session3135
S32364,A-,session3310
S32364,A,session3411
S32364,A-,session3428
S32364,B,session3491
S32367,A-,session1994
S32367,A,session2015
S32367,B+,session2032
S32367,B,session2173
S32367,B+,session2319
S32367,B+,session2426
S32367,A-,session2479
S32367,B-,session2532
S32367,B+,session2970
S32367,A-,session3119
S32367,A,session3165
S32367,A,session3407
S32367,A,session3439
S32367,A-,session3500
S32367,A-,session3643
S32367,A,session3663
S32367,S,session3760
S32370,C-,session1964
S32370,B+,session2093
S32370,A-,session2123
S32370,A,session2317
S32370,A-,session2347
S32370,A,session2915
S32370,S,session3050
S32370,A,session3352
S32370,A,session3378
S32370,A-,session3383
S32370,S,session3609
S32370,A,session3810
S32373,B+,session1970
S32373,C,session2000
S32373,A,session2152
S32373,A,session2410
S32373,A,session2550
S32373,A-,session2599
S32373,A,session2743
S32373,A,session2757
S32373,A-,session2759
S32373,A,session2901
S32373,A,session3081
S32373,A,session3127
S32373,A-,session3524
S32373,B,session3753
S32376,B+,session2204
S32376,C,session2233
S32376,A,session2320
S32376,A,session2526
S32376,A,session2532
S32376,B,session2628
S32376,A,session2853
S32376,A,session2872
S32376,B,session2891
S32376,B,session2892
S32376,C+,session3119
S32376,D+,session3217
S32376,A-,session3409
S32376,A-,session3614
S32376,A,session3619
S32379,A,session2493
S32379,A-,session2581
S32379,A,session2602
S32379,A,session2732
S32379,A-,session2910
S32379,A,session2983
S32379,A,session3026
S32379,A,session3234
S32379,A,session3238
S32379,S,session3580
S32379,A,session3812
S32382,A,session2021
S32382,B,session2089
S32382,B-,session2160
S32382,A-,session2361
S32382,A-,session2437
S32382,B-,session2445
S32382,B+,session2509
S32382,A,session2651
S32382,B,session2960
S32382,C+,session2973
S32382,B-,session3314
S32382,A,session3332
S32382,B,session3429
S32382,A-,session3498
S32382,A-,session3639
S32385,A-,session2023
S32385,B-,session2126
S32385,B,session2205
S32385,A-,session2281
S32385,B,session2413
S32385,A-,session2746
S32385,A-,session2778
S32385,B,session2796
S32385,B+,session3285
S32385,A,session3344
S32385,A-,session3442
S32385,A-,session3446
S32388,A,session1968
S32388,A,session1976
S32388,A-,session2034
S32388,B,session2089
S32388,A-,session2226
S32388,A-,session2234
